University,Latitude,Longitude
PETER THE GREAT ST.PETERSBURG POLYTECHNIC UNIVERSITY,60.007357,30.372899
STELLENBOSCH UNIVERSITY,-33.9328078,18.864447
UNIVERSIDADE NOVA DE LISBOA,38.733682,-9.160333
BEN GURION UNIVERSITY OF THE NEGEV,31.262218,34.801461
JOHANNES GUTENBERG UNIVERSITÄT MAINZ,49.9926403,8.241555199999999
UNIVERSIDAD EXTERNADO DE COLOMBIA,4.595356199999999,-74.0685881
UNIVERSITY OF COIMBRA,40.2089072,-8.424150899999999
JAGIELLONIAN UNIVERSITY,50.0609623,19.9341074
TULANE UNIVERSITY,29.9407282,-90.12031669999999
UNIVERSIDAD DE ZARAGOZA,41.6420639,-0.9015065
URAL FEDERAL UNIVERSITY,56.8404249,60.6161195
HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,30.508964,114.410577
NATIONAL CENTRAL UNIVERSITY,24.9679966,121.1922029
NATIONAL UNIVERSITY OF SCIENCES AND TECHNOLOGY (NUST) ISLAMABAD,33.6426205,72.992905
UNIVERSITY OF STIRLING,56.1454119,-3.9205713
UNIVERSITY OF TENNESSEE,35.9544013,-83.92945639999999
AMERICAN UNIVERSITY IN CAIRO,30.018923,31.499674
UNIVERSIDAD DE PALERMO,-34.5972377,-58.4159956
DUBLIN CITY UNIVERSITY (DCU),53.3860938,-6.2563686
SHANGHAI UNIVERSITY,31.31480359999999,121.382746
UNIVERSITÀ DI PISA,43.7167235,10.3988593
UNIVERSITÉ DE MONTPELLIER,43.6316206,3.8634485
ILLINOIS INSTITUTE OF TECHNOLOGY,41.8348731,-87.6270059
UNIVERSITÀ DEGLI STUDI DI TRENTO,46.0667967,11.1231165
UNIVERSITY OF TEXAS DALLAS,32.9857619,-96.7500993
BRANDEIS UNIVERSITY,42.3654796,-71.2587009
CHANG GUNG UNIVERSITY,25.0334479,121.3874856
THE UNIVERSITY OF GEORGIA,33.9480053,-83.3773221
ABERYSTWYTH UNIVERSITY,52.4177914,-4.0638842
DONGGUK UNIVERSITY,37.558254,127.00015
SHARIF UNIVERSITY OF TECHNOLOGY,35.7036366,51.351593
BANGOR UNIVERSITY,53.2295205,-4.1299873
SOGANG UNIVERSITY,37.5509442,126.9410023
SWANSEA UNIVERSITY,51.6092184,-3.9799524
UNIVERSITY OF IOWA,41.6626963,-91.5548998
KAZAN FEDERAL UNIVERSITY,55.790447,49.1214349
UNIVERSITY OF DELAWARE,39.6779504,-75.7506114
WAYNE STATE UNIVERSITY,42.3591388,-83.06654619999999
UNIVERSITI TEKNOLOGI BRUNEI,4.977357599999999,114.8999212
BOND UNIVERSITY,-28.0730934,153.4166377
TIANJIN UNIVERSITY,39.061004,117.142023
UNIVERSITY OF MACAU,22.130002,113.5457795
NATIONAL TECHNICAL UNIVERSITY OF ATHENS,37.9877159,23.7318586
RUDN UNIVERSITY,55.6505192,37.5019844
KING KHALID UNIVERSITY,18.2477261,42.5610112
KOÇ UNIVERSITY,41.2053107,29.0724578
COLORADO STATE UNIVERSITY,40.573436,-105.0865473
OREGON STATE UNIVERSITY,44.5637806,-123.2794443
SULTAN QABOOS UNIVERSITY,23.5909657,58.17303219999999
CHRISTIAN-ALBRECHTS-UNIVERSITÄT ZU KIEL,54.3460549,10.1147022
UNIVERSITÉ AIX-MARSEILLE,43.29362099999999,5.358066
"UNIVERSITY OF MARYLAND, BALTIMORE COUNTY",39.2556759,-76.7109674
BILKENT UNIVERSITY,39.8746147,32.7475962
HITOTSUBASHI UNIVERSITY,35.6944035,139.4454577
JOHANNES KEPLER UNIVERSITÄT LINZ (JKU),48.336614,14.319305
THE CATHOLIC UNIVERSITY OF KOREA,37.5859218,127.0043275
YOKOHAMA CITY UNIVERSITY,35.333358,139.6179662
CLARK UNIVERSITY,42.2520314,-71.8234038
UNIVERSITÄT DES SAARLANDES,49.2550284,7.040975
UNIVERSITY OF SASKATCHEWAN,52.1334003,-106.6313582
AUCKLAND UNIVERSITY OF TECHNOLOGY,-36.8532194,174.7673188
BEIJING INSTITUTE OF TECHNOLOGY,39.9603704,116.3123886
CHIBA UNIVERSITY,35.6278093,140.1035063
CONCORDIA UNIVERSITY,45.4945643,-73.5773775
KAZAKH NATIONAL TECHNICAL UNIVERSITY AFTER K.I.SATPAYEV,43.23644549999999,76.9297115
UNIVERSIDADE FEDERAL DE SÃO PAULO (UNIFESP),-23.6835626,-46.628638
UNIVERSIDAD POLITÉCNICA DE MADRID,40.4486372,-3.7192798
UNIVERSITY OF SZEGED,46.2473322,20.1476209
FLORIDA STATE UNIVERSITY,30.4418778,-84.2984889
INDIAN INSTITUTE OF TECHNOLOGY GUWAHATI (IITG),26.187859,91.6915834
UNIVERSITÀ DEGLI STUDI DI NAPOLI FEDERICO II,40.845492,14.2578058
JILIN UNIVERSITY,43.82572,125.2850161
"NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY ""MISIS""",55.7284221,37.6090764
XIAMEN UNIVERSITY,24.4373484,118.097855
FLINDERS UNIVERSITY,-35.0244952,138.5713281
INSTITUT NATIONAL DES SCIENCES APPLIQUÉES DE LYON (INSA),45.7833244,4.8781984
M.O.AUEZOV SOUTH KAZAKHSTAN STATE UNIVERSITY,42.3204206,69.590828
KAZAKH NATIONAL PEDAGOGICAL UNIVERSITY ABAI,43.256325,76.95518299999999
UCSI UNIVERSITY,3.0792365,101.7326034
UNIVERSIDAD DE ALCALÁ,40.4824722,-3.3628674
UNIVERSITY OF EASTERN FINLAND,62.896172,27.6413947
V.N. KARAZIN KHARKIV NATIONAL UNIVERSITY,50.004537,36.228139
YORK UNIVERSITY,43.7734535,-79.50186839999999
UNIVERSITY OF DELHI,28.6886406,77.2095641
VILNIUS UNIVERSITY,54.6825757,25.2876469
IOWA STATE UNIVERSITY,42.0266187,-93.6464654
UNIVERSITÉ DE BORDEAUX,44.8086048,-0.5935827
BEIHANG UNIVERSITY,39.980932,116.353453
"UNIVERSIDADE ESTADUAL PAULISTA ""JÚLIO DE MESQUITA FILHO""",-23.5479195,-46.6409507
UNIVERSITÀ CATTOLICA DEL SACRO CUORE,45.4635285,9.1741155
UNIVERSITY OF NEW MEXICO,35.0843187,-106.6197812
UNIVERSIDAD DE GRANADA,37.1839398,-3.6010182
UNIVERSITÄT HOHENHEIM,48.7117184,9.211793
UNIVERSITY OF OKLAHOMA,35.2058936,-97.4457137
AMIRKABIR UNIVERSITY OF TECHNOLOGY,35.70335430000001,51.40918
WESTERN SYDNEY UNIVERSITY,-33.8453759,151.0710894
SINGAPORE MANAGEMENT UNIVERSITY,1.2962727,103.8501578
TECHNISCHE UNIVERSITÄT BRAUNSCHWEIG,52.27398729999999,10.5289182
UNIVERSITÉ SAINT-JOSEPH DE BEYROUTH,33.8804164,35.5143022
UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,39.989458,116.356945
DREXEL UNIVERSITY,39.9566127,-75.18994409999999
EAST CHINA NORMAL UNIVERSITY,31.227667,121.406829
HOWARD UNIVERSITY,38.9226843,-77.0194377
LEHIGH UNIVERSITY,40.6048687,-75.3775187
NATIONAL RESEARCH SARATOV STATE UNIVERSITY,51.53883039999999,46.0102597
PUSAN NATIONAL UNIVERSITY,35.2335123,129.0810047
SABANCI UNIVERSITY,40.8900895,29.3747953
UNIVERSIDAD DE COSTA RICA,9.936995099999999,-84.0510292
UNIVERSITÀ DEGLI STUDI DI FIRENZE (UNIFI),43.7776426,11.259765
UNIVERSITY OF ULSAN,35.5437411,129.2562843
ITMO UNIVERSITY,59.95723390000001,30.3081695
KUMAMOTO UNIVERSITY,32.8151827,130.727428
OKAYAMA UNIVERSITY,34.6871111,133.9222061
SOUTHEAST UNIVERSITY,32.055981,118.79421
UNIVERSIDAD DE LA HABANA,23.1368405,-82.3815061
UNIVERSIDAD DE SANTIAGO DE CHILE (USACH),-33.4495902,-70.6801949
UNIVERSITÁ DEGLI STUDI DI ROMA - TOR VERGATA,41.8520309,12.6289995
UNIVERSITÄT BREMEN,53.10675800000001,8.852039999999999
UNIVERSITY OF LIMERICK (UL),52.672582,-8.57676
CAIRO UNIVERSITY,30.0227646,31.2073201
JULIUS-MAXIMILIANS-UNIVERSITÄT WÜRZBURG,49.7881814,9.93526
LAPPEENRANTA UNIVERSITY OF TECHNOLOGY,61.06492609999999,28.0939882
NAGASAKI UNIVERSITY,32.785253,129.863167
PONTIFICIA UNIVERSIDAD JAVERIANA,4.6284578,-74.06490769999999
RENMIN (PEOPLE’S) UNIVERSITY OF CHINA,39.9696062,116.3188145
UNIVERSITÉ PAUL SABATIER TOULOUSE III,43.5619687,1.4700537
UNIVERSITI TEKNOLOGI PETRONAS (PETRONAS),4.383642399999999,100.971438
UNIVERSITY OF SOUTH FLORIDA,28.0587031,-82.41385389999999
ABO AKADEMI UNIVERSITY,60.45098689999999,22.2776003
CZECH TECHNICAL UNIVERSITY IN PRAGUE,50.1030364,14.3912841
EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY,31.140897,121.425248
NEW SCHOOL UNIVERSITY,40.7355074,-73.9942686
PONTIFICIA UNIVERSIDADE CATÓLICA DE SÃO PAULO (PUC-SP),-23.5380275,-46.6709979
SOUTHERN FEDERAL UNIVERSITY,47.224719,39.728334
TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV,50.4420868,30.5104023
UNIVERSIDAD DE MONTEVIDEO,-34.8979585,-56.1603831
UNIVERSITÉ PANTHÉON-ASSAS (PARIS 2),48.8433032,2.3334127
UNIVERSITY OF AVEIRO,40.6303024,-8.657506
UNIVERSITY OF VERMONT,44.4778528,-73.1964637
AMERICAN UNIVERSITY,38.9374948,-77.08880289999999
FAR EASTERN FEDERAL UNIVERSITY,43.117401,131.8925419
OSAKA CITY UNIVERSITY,34.5922806,135.5051119
SHANDONG UNIVERSITY,36.64893,117.029014
SOUTH CHINA UNIVERSITY OF TECHNOLOGY,23.151326,113.344683
UMM AL-QURA UNIVERSITY (UQU),21.3298361,39.9488891
UNIVERSITAT RAMON LLULL,41.411921,2.13122
UNIVERSITÉ DU QUÉBEC,48.23057379999999,-79.0082905
UNIVERSITY OF CINCINNATI,39.1329219,-84.51495039999999
INHA UNIVERSITY,37.4500221,126.653488
JUSTUS-LIEBIG-UNIVERSITÄT GIEßEN,50.5804673,8.6771403
LEIBNIZ UNIVERSITÄT HANNOVER,52.3829641,9.7196989
MIDDLE EAST TECHNICAL UNIVERSITY,39.8910203,32.7780027
PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,-12.069512,-77.0793592
QUAID-I-AZAM UNIVERSITY,33.747648,73.13812100000001
SYRACUSE UNIVERSITY,43.0391534,-76.1351158
UNIVERSITY OF JOHANNESBURG,-26.1869922,28.0143522
UNIVERSITY OF KENTUCKY,38.0306511,-84.5039697
UNIVERSITY OF NEBRASKA,40.8201966,-96.70047629999999
AMERICAN UNIVERSITY IN DUBAI,25.091209,55.1560728
ARISTOTLE UNIVERSITY OF THESSALONIKI,40.6308283,22.9592224
INDIANA UNIVERSITY-PURDUE UNIVERSITY INDIANAPOLIS,39.7738832,-86.1763393
KANAZAWA UNIVERSITY,36.5454425,136.7077503
KARL-FRANZENS-UNIVERSITÄT GRAZ,47.0777872,15.4499126
MARTIN-LUTHER-UNIVERSITÄT HALLE-WITTENBERG,51.4861319,11.9695315
NATIONAL TAIPEI UNIVERSITY OF TECHNOLOGY,25.0422329,121.5354974
UNIVERSITAT DE VALÈNCIA,39.4793254,-0.3593863
UNIVERSITY OF PRETORIA,-25.7545492,28.2314476
UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,33.9937575,-81.0299186
BOĞAZIÇI ÜNIVERSITESI,41.0847571,29.0510399
CHONBUK NATIONAL UNIVERSITY,35.8441821,127.1292777
COVENTRY UNIVERSITY,52.4071747,-1.5037461
DALIAN UNIVERSITY OF TECHNOLOGY,38.880381,121.529021
MASARYK UNIVERSITY,49.19862990000001,16.605384
SARAJEVO SCHOOL OF SCIENCE AND TECHNOLOGY,43.8238535,18.3084046
TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,35.683648,139.4836492
UNIVERSITÀ DEGLI STUDI DI TORINO (UNITO),45.06942799999999,7.6889006
UNIVERSITÄT REGENSBURG,48.9992339,12.0931658
UNIVERSITÉ PARIS DESCARTES,48.8512215,2.3408287
COLLEGE OF WILLIAM & MARY,37.271674,-76.71337799999999
IMAM ABDULRAHMAN BIN FAISAL UNIVERSITY (IAU) (FORMERLY UNIVERSITY OF DAMMAM),26.3921608,50.1894618
INSTITUTO TECNOLÓGICO DE BUENOS AIRES (ITBA),-34.6031933,-58.36778529999999
KONKUK UNIVERSITY,37.5407625,127.0793428
UNIVERSIDAD ANAHUAC,19.4062412,-99.26036619999999
UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,42.8885225,-8.5449726
UNIVERSITÀ DEGLI STUDI DI PAVIA (UNIPV),45.1867055,9.1568417
UNIVERSITÄT LEIPZIG,51.3385738,12.3784615
UNIVERSITY OF GUELPH,43.5328929,-80.2262444
"UNIVERSITY OF MASSACHUSETTS, BOSTON",42.3144915,-71.0373279
UNIVERSITY OF OREGON,44.0448302,-123.0726055
VILNIUS GEDIMINAS TECHNICAL UNIVERSITY,54.7224678,25.3376688
HALLYM UNIVERSITY,37.8862292,127.7377722
"KINGSTON UNIVERSITY, LONDON",51.4291912,-0.26421
MICHIGAN TECHNOLOGICAL UNIVERSITY,47.11677479999999,-88.54602179999999
MURDOCH UNIVERSITY,-32.0665135,115.8358313
UNIVERSIDAD DE SALAMANCA,40.9613376,-5.666925099999999
UNIVERSIDAD DE SAN ANDRÉS,-34.44612,-58.529949
UNIVERSITY OF BALAMAND,34.3643747,35.7836648
UNIVERSITY OF BRADFORD,53.7915488,-1.7662402
UNIVERSITY OF HULL,53.773162,-0.3677464
UNIVERSITY OF HYDERABAD,17.4567372,78.32638399999999
"UNIVERSITY OF MISSOURI, COLUMBIA",38.9403808,-92.32773750000001
UNIVERSITY OF MONS,50.4587714,3.9521652
ALTAI STATE UNIVERSITY,53.3482087,83.77578779999999
BAR-ILAN UNIVERSITY,32.0691989,34.8430876
CENTRAL QUEENSLAND UNIVERSITY,-23.3264685,150.5189408
CITY UNIVERSITY OF NEW YORK,40.8732506,-73.8936744
CLARKSON UNIVERSITY,44.66376109999999,-74.998544
IRAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,35.742474,51.5023103
JADAVPUR UNIVERSITY,22.4978411,88.3717181
KAGOSHIMA UNIVERSITY,31.5701295,130.5445715
KEELE UNIVERSITY,53.00343729999999,-2.272053000000001
LANZHOU UNIVERSITY,36.0477699,103.8585624
LEBANESE AMERICAN UNIVERSITY,33.8929019,35.4778571
LINGNAN UNIVERSITY (HONG KONG),22.40994,113.983212
LOBACHEVSKY STATE UNIVERSITY OF NIZHNI NOVGOROD,56.29867609999999,43.9810714
NATIONAL CHENGCHI UNIVERSITY,24.9864564,121.5756198
"NATIONAL TECHNICAL UNIVERSITY OF UKRAINE ""KYIV POLYTECHNIC INSTITUTE""",50.4488824,30.4572542
OSAKA PREFECTURE UNIVERSITY,34.5454666,135.5068517
PHILIPPS-UNIVERSITÄT MARBURG,50.8106859,8.7741641
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO - PUC - RIO,-22.9793966,-43.2330873
"RUTGERS - THE STATE UNIVERSITY OF NEW JERSEY, NEWARK",40.5008186,-74.44739910000001
SICHUAN UNIVERSITY,30.663964,104.071022
SMITH COLLEGE,42.3162992,-72.6403095
TALLINN UNIVERSITY OF TECHNOLOGY,59.395884,24.671431
TAYLOR'S UNIVERSITY,3.063623,101.6173928
THAMMASAT UNIVERSITY,13.7574279,100.4899827
UNIVERSIDAD DE SEVILLA,37.3807579,-5.9912307
UNIVERSIDAD DEL PAIS VASCO,43.3309433,-2.9678921
UNIVERSIDAD NACIONAL DE LA PLATA,-34.9003257,-57.9317889
UNIVERSIDADE FEDERAL DE MINAS GERAIS,-19.870682,-43.9677359
UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,-30.0335969,-51.2198396
UNIVERSITÄT BAYREUTH,49.9288196,11.585831
UNIVERSITÄT DUISBURG-ESSEN,51.4639635,7.005545799999999
UNIVERSITÄT POTSDAM,52.4010314,13.0119098
UNIVERSITÉ CLAUDE BERNARD LYON 1,45.7795871,4.8656025
UNIVERSITÉ DE FRIBOURG,46.806357,7.152006
UNIVERSITI UTARA MALAYSIA (UUM),6.457509600000001,100.5054318
UNIVERSITY OF CANBERRA,-35.2384551,149.0844455
UNIVERSITY OF DEBRECEN,47.5535039,21.6214756
UNIVERSITY OF JORDAN,32.0160453,35.8695354
UNIVERSITY OF MANITOBA,49.8075008,-97.1366259
UNIVERSITY OF MILANO-BICOCCA,45.5184868,9.2130554
UNIVERSITY OF PLYMOUTH,50.3761866,-4.139491899999999
UNIVERSITY OF PORTSMOUTH,50.7951866,-1.0935923
UNIVERSITY OF TAMPERE,61.44897999999999,23.8590618
UNIVERSITY OF ULSTER,55.0062362,-7.3236107
UNIVERSITY OF WESTMINSTER,51.52058659999999,-0.141079
VIRGINIA COMMONWEALTH UNIVERSITY,37.5483122,-77.4526805
WARSAW UNIVERSITY OF TECHNOLOGY,52.2212012,21.0080857
WORCESTER POLYTECHNIC INSTITUTE,42.27463669999999,-71.8063379
AJOU UNIVERSITY,37.2828093,127.0463654
ATENEO DE MANILA UNIVERSITY,14.6394505,121.0780915
BRNO UNIVERSITY OF TECHNOLOGY,49.20171999999999,16.6033168
CARLETON UNIVERSITY,45.3875812,-75.69602019999999
CHARLES DARWIN UNIVERSITY,-12.3717852,130.8689199
CHIANG MAI UNIVERSITY,18.7957215,98.9523301
CHINA AGRICULTURAL UNIVERSITY,40.004202,116.352988
CHONNAM NATIONAL UNIVERSITY,35.1761175,126.9058167
E.A.BUKETOV KARAGANDA STATE UNIVERSITY,49.7708253,73.1255132
GIFU UNIVERSITY,35.4662236,136.7365752
HOLY SPIRIT UNIVERSITY OF KASLIK,33.981943,35.618662
INSTITUTO POLITÉCNICO NACIONAL (IPN),19.4560151,-99.1656379
INSTITUTO TECNOLÓGICO AUTONOMO DE MÉXICO (ITAM),19.3450908,-99.2001039
INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA (IIUM),3.2504767,101.7346695
ISTANBUL TECHNICAL UNIVERSITY,41.1055941,29.0253401
JORDAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,32.4950392,35.9912257
KAZAKH NATIONAL AGRARIAN UNIVERSITY,43.2419527,76.95287669999999
KAZAKH-BRITISH TECHNICAL UNIVERSITY,43.2551842,76.9431381
KYUNGPOOK NATIONAL UNIVERSITY,35.888836,128.6102997
LOUISIANA STATE UNIVERSITY,30.4132579,-91.1800023
MEMORIAL UNIVERSITY OF NEWFOUNDLAND,47.5737975,-52.7329053
NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS,37.968196,23.7786871
NATIONAL CHUNG HSING UNIVERSITY,24.123552,120.675326
NIIGATA UNIVERSITY,37.8677088,138.9418977
PADJADJARAN UNIVERSITY,-6.926132099999999,107.7746881
PALACKÝ UNIVERSITY IN OLOMOUC,49.5954268,17.2600152
SEJONG UNIVERSITY,37.5502596,127.073139
SOUTHERN METHODIST UNIVERSITY,32.8412178,-96.78451749999999
STEVENS INSTITUTE OF TECHNOLOGY,40.7448352,-74.0256924
TEMPLE UNIVERSITY,39.9811935,-75.1553512
TOKYO METROPOLITAN UNIVERSITY,35.6195382,139.3828392
UNIVERSIDAD DE CONCEPCIÓN,-36.8294765,-73.0341825
UNIVERSIDAD TORCUATO DI TELLA,-34.5474028,-58.4467186
UNIVERSITÉ DE LILLE,50.63165619999999,3.0752035
UNIVERSITÉ DE SHERBROOKE,45.3794876,-71.928546
UNIVERSITÉ NICE SOPHIA-ANTIPOLIS,43.7169594,7.2670603
UNIVERSITY AT ALBANY SUNY,42.6850273,-73.8247903
UNIVERSITY OF BAGHDAD,33.3463639,44.3774022
UNIVERSITY OF CRETE,35.3073146,25.0826527
UNIVERSITY OF DENVER,39.6766174,-104.9618965
UNIVERSITY OF HAIFA,32.7614296,35.0195184
UNIVERSITY OF HOUSTON,29.7199489,-95.3422334
UNIVERSITY OF LJUBLJANA,46.0491938,14.5041552
UNIVERSITY OF MINHO,41.5607319,-8.3962368
UNIVERSITY OF SEOUL,37.5838657,127.0587771
UNIVERSITY OF SHARJAH,25.2867708,55.4783714
UNIVERSITY OF WINDSOR,42.3043142,-83.06603899999999
UNIVERSITY OF WYOMING,41.3148754,-105.5665744
VICTORIA UNIVERSITY,-37.793693,144.898734
ABU DHABI UNIVERSITY,24.365309,54.562999
AIN SHAMS UNIVERSITY,30.0759774,31.28111879999999
ALPEN-ADRIA-UNIVERSITÄT KLAGENFURT,46.616079,14.2652899
BOGOR AGRICULTURAL UNIVERSITY,-6.5540816,106.7234284
BOURNEMOUTH UNIVERSITY,50.74244729999999,-1.8961022
CHUNGNAM NATIONAL UNIVERSITY,36.3679381,127.3442986
CLEMSON UNIVERSITY,34.6738437,-82.8368654
DANKOOK UNIVERSITY,37.3215984,127.1267503
EOTVOS LORAND UNIVERSITY,47.4905698,19.0585445
GEORGIA STATE UNIVERSITY,33.753068,-84.38528190000001
GUNMA UNIVERSITY,36.43098,139.0444672
HUNAN UNIVERSITY,28.178915,112.94395
LAHORE UNIVERSITY OF MANAGEMENT SCIENCES (LUMS),31.4699781,74.4110872
MAYNOOTH UNIVERSITY,53.38447799999999,-6.6011155
MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,37.9537078,-91.7756271
"NATIONAL TECHNICAL UNIVERSITY ""KHARKIV POLYTECHNIC INSTITUTE""",49.9990019,36.2498081
NORTHUMBRIA UNIVERSITY AT NEWCASTLE,54.9767623,-1.6074983
SAMARA NATIONAL RESEARCH UNIVERSITY (SAMARA UNIVERSITY),53.213399,50.1757406
SHANGHAI INTERNATIONAL STUDIES UNIVERSITY,31.229618,121.418586
TECHNISCHE UNIVERSITÄT DORTMUND,51.4921902,7.4141362
TEXAS TECH UNIVERSITY,33.5842591,-101.8782822
UNIVERSIDAD ADOLFO IBÁÑEZ,-33.4884091,-70.518318
UNIVERSIDAD DE ANTIOQUIA,6.2677479,-75.5688416
UNIVERSIDAD DE SAN FRANCISCO DE QUITO,-0.19689,-78.4357443
UNIVERSIDAD IBEROAMERICANA (UIA),19.3700458,-99.2638791
UNIVERSIDADE FEDERAL DE SÃO CARLOS,-21.9838521,-47.8815359
UNIVERSITÀ DEGLI STUDI DI FERRARA,44.8334299,11.6262692
UNIVERSITÀ DEGLI STUDI DI GENOVA,44.4149029,8.926743000000002
UNIVERSITÀ DEGLI STUDI DI SIENA (UNISI),43.3191797,11.3329627
UNIVERSITÀ DEGLI STUDI DI TRIESTE (UNITS),45.6585478,13.7932365
UNIVERSITÄT BIELEFELD,52.0367238,8.4952413
UNIVERSITÄT DÜSSELDORF,51.1888113,6.794503
UNIVERSITÄT ROSTOCK,54.0755448,12.1035044
UNIVERSITÉ DE RENNES 1,48.1159299,-1.67296
UNIVERSITI TENAGA NASIONAL (UNITEN),2.9767553,101.7336879
UNIVERSITY OF ALABAMA,33.2140233,-87.5391418
UNIVERSITY OF BRESCIA,45.537837,10.217297
UNIVERSITY OF EAST LONDON,51.5076024,0.0650809
UNIVERSITY OF GREENWICH,51.4829308,-0.006994999999999999
UNIVERSITY OF HUDDERSFIELD,53.643727,-1.7787888
UNIVERSITY OF KUFA,32.0205692,44.3751184
UNIVERSITY OF PATRAS,38.28923,21.785369
UNIVERSITY OF PÉCS,46.0741828,18.237722
UNIVERSITY OF TEHRAN,35.7022192,51.39573069999999
UNIVERSITY OF TULSA,36.1519879,-95.946
VIETNAM NATIONAL UNIVERSITY - HO CHI MINH CITY (VNU-HCM),10.8686093,106.7963008
YAMAGUCHI UNIVERSITY,34.1485756,131.4678693
YOKOHAMA NATIONAL UNIVERSITY,35.4723189,139.5917861
ZAYED UNIVERSITY,25.1034537,55.3846482
AIRLANGGA UNIVERSITY,-7.2720192,112.7587376
ANNA UNIVERSITY,13.0108831,80.2353768
BEIJING FOREIGN STUDIES UNIVERSITY,39.955302,116.307359
BEIJING JIAOTONG UNIVERSITY,39.952371,116.347005
BEIJING UNIVERSITY OF TECHNOLOGY,39.871611,116.479529
COMENIUS UNIVERSITY IN BRATISLAVA,48.14119179999999,17.1159646
COMSATS INSTITUTE OF INFORMATION TECHNOLOGY,33.6518263,73.1565933
DUBLIN INSTITUTE OF TECHNOLOGY (DIT),53.3371436,-6.268236600000001
EDITH COWAN UNIVERSITY (ECU),-31.9193097,115.8684886
GERMAN JORDANIAN UNIVERSITY,31.7760931,35.8039878
"JAMIA MILLIA ISLAMIA, NEW DELHI",28.5620257,77.2827147
KANSAS STATE UNIVERSITY,39.1974437,-96.5847249
KARAGANDA STATE TECHNICAL UNIVERSITY,49.8186051,73.10439749999999
KAUNAS UNIVERSITY OF TECHNOLOGY,54.898991,23.912825
KENT STATE UNIVERSITY,41.1490629,-81.34146489999999
LONDON METROPOLITAN UNIVERSITY,51.551617,-0.110715
LONDON SOUTH BANK UNIVERSITY,51.4979806,-0.1023327
MANIPAL UNIVERSITY,13.3533424,74.7849078
MIDDLESEX UNIVERSITY,51.59013789999999,-0.228914
NAGOYA INSTITUTE OF TECHNOLOGY (NIT),35.1572112,136.9249986
NATIONAL UNIVERSITY LVIV POLYTECHNIC,49.83546,24.0143929
NEW JERSEY INSTITUTE OF TECHNOLOGY (NJIT),40.7423345,-74.1793409
OKLAHOMA STATE UNIVERSITY,36.1270236,-97.07372219999999
PARIS LODRON UNIVERSITÄT SALZBURG,47.79722959999999,13.0479826
PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,-33.044407,-71.60587199999999
RIGA TECHNICAL UNIVERSITY,56.9472011,24.1051693
SLOVAK UNIVERSITY OF TECHNOLOGY IN BRATISLAVA,48.1547031,17.1175266
SOPHIA UNIVERSITY,35.6835627,139.7325889
SUMY STATE UNIVERSITY,50.8918344,34.8432391
TOKYO UNIVERSITY OF SCIENCE,35.6997801,139.7414708
UNIVERSIDAD AUTÓNOMA METROPOLITANA (UAM),19.3623565,-99.07285159999999
UNIVERSIDAD CENTRAL DE VENEZUELA (UCV),10.4883502,-66.8891696
UNIVERSIDAD DE GUADALAJARA (UDG),20.6748751,-103.3589671
UNIVERSIDAD DE LAS AMÉRICAS PUEBLA (UDLAP),19.0548945,-98.28452039999999
UNIVERSIDAD NACIONAL COSTA RICA,9.998686099999999,-84.11118580000002
UNIVERSIDAD PANAMERICANA (UP),19.3731731,-99.1836532
"UNIVERSIDADE CATÓLICA PORTUGUESA, LISBOA",38.749231,-9.166027
UNIVERSIDADE DE BRASÍLIA,-15.7631573,-47.8706311
UNIVERSIDADE FEDERAL DE SANTA CATARINA,-27.6007034,-48.5191775
UNIVERSITÀ CA' FOSCARI VENEZIA,45.434532,12.326197
UNIVERSITÀ DEGLI STUDI DI PERUGIA,43.1164268,12.3868984
UNIVERSITI TEKNOLOGI MARA (UITM),3.0675831,101.4992361
UNIVERSITY OF BRIGHTON,50.8485742,-0.1119343
UNIVERSITY OF CENTRAL FLORIDA,28.6024274,-81.2000599
UNIVERSITY OF ELECTRONIC SCIENCE AND TECHNOLOGY OF CHINA,30.673684,104.098246
UNIVERSITY OF HERTFORDSHIRE,51.76136839999999,-0.2482228
UNIVERSITY OF KWAZULU-NATAL,-29.8674219,30.9807272
UNIVERSITY OF NEW HAMPSHIRE,43.138948,-70.9370252
UNIVERSITY OF SALFORD,53.4864432,-2.273396
UNIVERSITY OF SOUTHERN QUEENSLAND,-27.6043593,151.9303905
